CRISNO,NAME,YEAR,HISTORY,ACTOR 1,ACTOR 2,A1 NUKES,A2 NUKES,A1 THREAT,A2 THREAT,A1 INTENSITY,A2 INTENSITY,KINETIC,# ACTORS,A1 DEMOCRACY,A2 DEMOCRACY,A1 AWARENESS,A2 AWARENESS,INDEPENDENCE,SALIENCE,A1 OUTCOME,A2 OUTCOME,COMPLEXITY,NOTES,,,,,,,,,,,,,,
320,E. AFRICA CONFRONT.,1980,1,KEN,SOM,,,,,,,0,3,0,0,1,1,1,1,NEUTRAL,NEUTRAL,1,"https://en.wikipedia.org/wiki/Iraqi_invasion_of_Iran#:~:text=The%20Iraqi%20invasion%20of%20Iran,Islamic%20Revolution%20one%20year%20earlier.",,,,,,,,,,,,,,
320,E. AFRICA CONFRONT.,1980,1,ETH,SOM,,,,,,,0,3,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,https://drive.google.com/file/d/1rl_FPm7pc0tKbjnRtYpXrRuQcDUNc5ju/view,,,,,,,,,,,,,,
324,IRAQ NUCLEAR REACTOR,1981,1,IRQ,ISR,,,,,,,1,4,0,1,1,1,0,2,LOSS,WIN,1,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.marines.mil/Portals/1/Publications/Somalia%20Study_3.pdf,,,,,,,,,https://en.wikipedia.org/wiki/Operation_Opera#International_political_reactions,,,,,
321,CHAD/LIBYA V,1981,1,LIB,CHA,,,CONVENTIONAL,,3,,1,5,0,0,1,1,0,3,LOSS,WIN,1,,,,,,,,,,,,,,,
321,CHAD/LIBYA V,1981,1,LIB,FRN,,,ECONOMICAL,CONVENTIONAL,2,3,0,5,0,1,1,1,0,2,LOSS,WIN,0,"libya, chad, france, US, Egypt, Sudan",,,,,,,,,,,,,,
321,CHAD/LIBYA V,1981,1,EGY,LIB,,,,,,,1,5,0,0,1,1,0,1,LOSS,NEUTRAL,0,https://www.jstor.org/stable/4326390?seq=12,,,,,,,,,,,,,,
321,CHAD/LIBYA V,1981,1,LIB,SUD,,,,,,,1,5,0,0,1,1,0,1,LOSS,NEUTRAL,0,http://www.icb.umd.edu/dataviewer/?crisno=321,,,,,,,,,,,,,,
322,ECUADOR/PERU BDR. III,1981,1,ECU,PER,,,,,,,1,2,1,1,1,1,0,1,NEUTRAL,NEUTRAL,0,"peru vs ecuador, icb notes and wiki",,,,,,,,,,,,,,
325,ESSEQUIBO II,1981,1,VEN,GUY,,,,,,,0,2,1,0,1,1,1,1,NEUTRAL,NEUTRAL,0,ven vs guy icb,,,,,,,,,,,,,,
326,CONTRAS I,1981,1,NIC,HON,,,,,,,1,2,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,"nic vs hond, nothing important, icb",,,,,,,,,,,,,,
327,AL-BIQA MISSILES I,1981,1,ISR,SYR,,,,,,,1,4,1,0,1,1,0,2,NEUTRAL,NEUTRAL,0,does isreal threat count after conflict start?,,,,,,,,,,,,,,
327,AL-BIQA MISSILES I,1981,1,SYR,LEB,,,,,,,1,4,0,0,1,1,0,1,NEUTRAL,NEUTRAL,0,not including russaia nd saudi because did not support materially,,,,,,,,,,,,,,
327,AL-BIQA MISSILES I,1981,1,USA,ISR,,,ECONOMICAL,,1,,0,4,1,1,1,1,0,1,NEUTRAL,NUETRAL,0,,,,,,,,,,,,,,,
328,CAMEROON/NIGERIA I,1981,1,CAO,NIG,,,,,,,1,2,0,1,1,1,0,1,NEUTRAL,NEUTRAL,0,"not much, just tension which connects to other cases",,,,,,,,,,,,,,
333,U-137 INCIDENT,1981,1,RUS,SWD,,,,,,,0,2,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,"submarine in sweden water, tension between nations but nothing else",,,,,,https://en.wikipedia.org/wiki/Soviet_submarine_S-363,,,,,,,,
334,COUP ATTEMPT IN BAHRAIN,1981,1,IRN,BAH,,,,,,,0,2,0,0,1,1,1,1,LOSS,WIN,0,"https://en.wikipedia.org/wiki/1981_Bahraini_coup_attempt#:~:text=The%201981%20Bahraini%20coup%20d,with%20alleged%20backing%20from%20Iran.",,,,,,,,,https://www.nytimes.com/1982/07/25/world/1981-plot-in-bahrain-linked-to-iranians.html,,,,,
336,FALKLANDS/MALVINAS,1982,1,ARG,UKG,,,ECONOMICAL,ECONOMICAL,1,1,1,3,0,1,1,1,1,2,LOSS,WIN,1,"maybe chile/peru/maybe a few more countries with very minimal support, alternate is to include them",,,,,US offer birtish troops and stuff,,,,,,,,,
336,FALKLANDS/MALVINAS,1982,1,USA,ARG,,,ECONOMICAL,,1,,0,3,1,0,1,1,1,1,NEUTRAL,LOSS,0,https://en.wikipedia.org/wiki/Falklands_War,,,,https://www.nam.ac.uk/explore/british-army-and-falklands-war,,,,,,,,,,
337,WAR IN LEBANON,1982,1,ISR,SYR,,,,,,,1,2,1,0,1,1,1,3,NEUTRAL,NEUTRAL,0,"plaestine not inlcuded, pretty long conflct but also well containedhttps://en.wikipedia.org/wiki/1982_Lebanon_War",,,,,,,,,,,,,,
338,OGADEN III,1982,1,ETH,SOM,,,,,,,1,3,0,0,1,1,1,3,NEUTRAL,NEUTRAL,1,"ethipoia attack somalia, somalia get us aid, ethiopia temporarily gain land- no wins wither side",,,,,,,,"ethiopia got very small cuba and south yemeni assistance, alternate is to include them",,,,,,
338,OGADEN III,1982,1,ETH,USA,,,,,,,0,3,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,https://en.wikipedia.org/wiki/1982_Ethiopian%E2%80%93Somali_Border_War,,,,,,,,"although, no foreign troop involved in fighting",,,,,,
340,LIBYA THREAT/SUDAN,1983,1,LIB,SUD,,,,,,,0,5,0,0,1,1,1,2,NEUTRAL,NEUTRAL,0,"libya ussr vs usa sudan egypt, escalation near border but no fights",,,,,,,,,,,,,,
340,LIBYA THREAT/SUDAN,1984,1,LIB,USA,,,,,,,0,5,0,1,1,1,1,2,NEUTRAL,NEUTRAL,0,http://www.icb.umd.edu/dataviewer/?crisno=340,,,,,,,,,,,,,,
340,LIBYA THREAT/SUDAN,1985,1,LIB,EGY,,,,CONVENTIONAL,,2,0,5,0,0,1,1,1,1,NEUTRAL,NEUTRAL,0,ussr and us just supply,,,,,,,,,,,,,,
340,LIBYA THREAT/SUDAN,1986,1,USA,RUS,,,,,,,0,5,1,0,1,1,1,1,NEUTRAL,NEUTRAL,0,"egypt said if attack sudan, they will fight = threat",,,,,,,,,,,,,,
340,LIBYA THREAT/SUDAN,1987,1,SUD,RUS,,,,,,,0,5,0,0,1,1,1,1,NEUTRAL,NEUTRAL,0,no other explicit threats found,,,,,,,,,,,,,,
340,LIBYA THREAT/SUDAN,1988,1,EGY,RUS,,,,,,,0,5,0,0,1,1,1,1,NEUTRAL,NEUTRAL,0,very hard to find sources for this,,,,,,,,,,,,,,
341,CHAD/NIGERIA CLASHES,1983,1,NIG,CHA,,,,,,,1,2,1,0,1,1,1,3,WIN,LOSS,1,"nigeria sent troops to island after harrassment of fishers, chad respond with violence, nigeria capture island back from chad (alternate is neutral neutral because nigeria instability in gov highlighted which lead to revolution)",,,,,,,,,,https://en.wikipedia.org/wiki/Chadian%E2%80%93Nigerian_War,,,,
342,CHAD/LIBYA VI,1983,1,FRN,LIB,,,CONVENTIONAL,,3,,1,4,1,0,1,1,1,2,WIN,LOSS,0,"libya advances into chad, chad fights back with france help, libya defeated",,,,,,,,,,,,,,
342,CHAD/LIBYA VI,1983,1,LIB,CHA,,,,,,,1,4,0,0,1,1,1,2,WIN,LOSS,0,"https://en.wikipedia.org/wiki/Operation_Manta#:~:text=Operation%20Manta%20was%20a%20French,GUNT)%20rebels%20in%20June%201983.",,,,,,,,,,,,,,
342,CHAD/LIBYA VI,1983,1,FRN,RUS,,,,,,,0,4,1,0,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
342,CHAD/LIBYA VI,1983,1,CHA,RUS,,,,,,,0,4,0,0,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
343,INVASION OF GRENADA,1983,1,USA,GRN,,,,,,,1,4,1,0,1,1,1,2,WIN,LOSS,0,"us vs granada communism, cuba and ussr funded grenada",,,,,,,,,,,,,,
343,INVASION OF GRENADA,1984,1,USA,RUS,,,,,,,0,4,1,0,1,1,1,1,WIN,LOSS,0,https://en.wikipedia.org/wiki/United_States_invasion_of_Grenada,,,,,,,,,,,,,,
343,INVASION OF GRENADA,1985,1,USA,CUB,,,,,,,0,4,1,0,1,1,1,1,WIN,LOSS,0,"us probably won because replaced gov and got what wanted, grenada leaders lost but overall country better off probably (still count as lost)",,,,,,,,,,also cuba and ussr lost influence in caribbean,,,,
348,BASRA-KHARG ISLAND,1984,1,IRN,IRQ,,,,,,,1,7,0,0,1,1,1,4,NEUTRAL,NEUTRAL,1,"irn vs irq saudi kuw with a ton of suppliers, related to iran iraq war but counted as independent",,,,,,,,,,,,,,
348,BASRA-KHARG ISLAND,1984,1,IRN,KUW,,,,,,,1,7,0,0,1,1,1,2,NEUTRAL,NEUTRAL,0,http://www.icb.umd.edu/dataviewer/?crisno=348,,,,,,,,,,,,,,
348,BASRA-KHARG ISLAND,1984,1,IRN,SAU,,,,,,,1,7,0,0,1,1,1,2,NEUTRAL,NEUTRAL,0,pretty much everyone vs hussain,,,,,,,,,,,,,,
348,BASRA-KHARG ISLAND,1984,1,IRN,USA,,,,,,,0,7,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,a bit confused on suppliers; unclear whether france etc was supplying during or directly after crisis,,,,,,,,,,,,,,
348,BASRA-KHARG ISLAND,1984,1,IRN,USSR,,,,,,,0,7,0,0,1,1,1,1,NEUTRAL,NEUTRAL,0,"excluding Egypt, Brazil, China, and Chile for later/minimal support",,,,,,,,,,,,,,
348,BASRA-KHARG ISLAND,1984,1,IRN,FRN,,,,,,,0,7,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,alternate is to include egypt brazil china chile,,,,,,,,,,,,,,
350,OMDURMAN BOMBING,1984,1,LIB,SUD,,,,,,,1,3,0,0,1,1,1,2,NEUTRAL,NEUTRAL,1,"bomber bombed sudan and blamed libya but no proof, egypt back sudan and cause libya to be alert. Overall nothing really happened except politics",,,,,,,,,,,sudan had minor casualties but cannot place blame on who killed,,,
350,OMDURMAN BOMBING,1984,1,LIB,EGY,,,,,,,0,3,0,0,1,1,1,2,NEUTRAL,NEUTRAL,0,https://www.nytimes.com/1984/03/17/world/plane-bombs-the-sudan-which-accuses-libyans.html,,,,,,,,,,,,,,
352,SINO/VIETNAM CLASHES,1984,1,CHN,DRV,,,,,,,1,2,0,0,1,1,1,3,NEUTRAL,NEUTRAL,0,"border fights, not much",,http://www.icb.umd.edu/dataviewer/?crisno=352,,,,,,,,,,,,
353,THREE VILLAGE BDR. I,1984,1,LAO,THI,,,,,,,1,2,0,0,1,1,1,2,NEUTRAL,NEUTRAL,0,border fignts again,,,,,,,,,,,,,,
354,NICARAGUA MIG-21S,1984,1,USA,NIC,,,,,,,0,2,1,0,1,1,1,1,NEUTRAL,NEUTRAL,1,"nicaraguage thought us invade because soviets help nicaragua, nothing actualy happened, alternate is to include russia",,,,,,,russia somewhat invoolved but did not supply anything or participate in crisis,,,,,,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.cia.gov/readingroom/docs/CIA-RDP90-00965R000201090004-9.pdf,
357,AL-BIQA MISSILES II,1985,1,ISR,SYR,,,,,,,1,2,1,0,1,1,1,2,NEUTRAL,NEUTRAL,0,"israel shot 2 planes, syria mad and made missiles, israel didn’t like, syria withdrew missles and crisis over",,,,,,,,https://www.nytimes.com/1985/12/16/world/israel-says-syria-put-new-missiles-close-to-lebanon.html,,,,,,
358,EGYPT AIR HIJACKING,1985,1,LIB,EGY,,,,,,,1,2,0,0,1,1,1,2,NEUTRAL,NEURTAL,0,terrirists backed by libya hijack egypt plane and egypt does rescue mission; creates tensions  with libya but eventually stated that no war will undergo,,,,,,,,,,,"https://books.google.com/books?id=RHt4EAAAQBAJ&pg=PA472&lpg=PA472&dq=A+crisis+for+Egypt+was+triggered+on+23+November+1985+by+an+air+piracy+incident:+five+members+of+an+anti-Mubarak+group,+%22Egypt+Revolution,%22+took+control+of+an+Egypt+Air+flight+from+Athens+to+Cairo&source=bl&ots=8GdVxYJ_AP&sig=ACfU3U2URnQzT6GPoNzpj4D587t07K0IXA&hl=en&sa=X&ved=2ahUKEwiw7PWZusKFAxWiEFkFHXUKCG0Q6AF6BAgIEAM#v=onepage&q=A%20crisis%20for%20Egypt%20was%20triggered%20on%2023%20November%201985%20by%20an%20air%20piracy%20incident%3A%20five%20members%20of%20an%20anti-Mubarak%20group%2C%20%22Egypt%20Revolution%2C%22%20took%20control%20of%20an%20Egypt%20Air%20flight%20from%20Athens%20to%20Cairo&f=false",,,
359,BURKINA FASO/MALI BDR,1985,1,MLI,BFO,,,,,,,1,2,0,0,1,1,1,3,WIN,LOSS,1,"bfo startted controversial census in mali border, mali attack with tanks to start conflict (IMO, could be debated on start), mali much less casualties and got economic investment, bfo loss",,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Agacher_Strip_War
361,CAPTURE OF AL-FAW,1986,1,IRN,IRQ,,,,,,,1,4,0,0,1,1,1,4,WIN,LOSS,0,iran attack iraqs al shaw; kuwait and saudi back iraq; many iran and iraw casualties; eventually fizzle out;  independent??,,,,,,,,,,,,,,
361,CAPTURE OF AL-FAW,1986,1,IRN,KUW,,,,,,,0,4,0,0,1,1,1,2,NEUTRAL,NEUTRAL,0,https://en.wikipedia.org/wiki/Iran%E2%80%93Iraq_War,,,,,,,,,,,,,,
361,CAPTURE OF AL-FAW,1986,1,IRN,SAU,,,,,,,0,4,0,0,1,1,1,2,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
362,CHAD/LIBYA VII,1986,1,FRN,LIB,,,,,,,1,4,1,0,1,1,1,3,WIN,LOSS,0,libya attack chad again; didn’t expect french intervention but it happened; france clearly beat libya; usa gave aid to chad,,,,,,,,,,,,,,
362,CHAD/LIBYA VII,1986,1,LIB,CHA,,,,,,,1,4,0,0,1,1,1,4,NEUTRAL,NEUTRAL,0,https://en.wikipedia.org/wiki/Operation_%C3%89pervier,,,,,part of chad/libya war- independent?,,,,,,,,,
362,CHAD/LIBYA VII,1986,1,LIB,USA,,,,,,,0,4,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,https://en.wikipedia.org/wiki/Chadian%E2%80%93Libyan_War,,,,,,,,,,,,,,
363,GULF OF SYRTE II,1986,1,USA,LIB,,,,,,,1,2,1,0,1,1,1,3,WIN,LOSS,0,us attack gulf area of libya; attack was condemned but nothing else happened; soviets started to disalign with libya and gave no real support,,,,,,,https://en.wikipedia.org/wiki/1986_United_States_bombing_of_Libya,,,,,,,
336,FALKLANDS/MALVINAS,1982,2,ARG,UKG,,,ECONOMICAL,ECONOMICAL,1,1,1,5,0,1,1,1,1,2,LOSS,WIN,0,,,,,,,,,,,,,,,
336,FALKLANDS/MALVINAS,1982,2,USA,ARG,,,ECONOMICAL,,1,,0,5,1,0,1,1,1,1,NEUTRAL,LOSS,0,,,,,,,,,,,,,,,
336,FALKLANDS/MALVINAS,1982,2,CHL,ARG,,,,,,,0,5,0,1,1,1,1,2,WIN,LOSS,0,,,,,,,,,,,,,,,
336,FALKLANDS/MALVINAS,1982,2,USA,ARG,,,ECONOMICAL,,1,,0,5,1,0,1,1,1,1,NEUTRAL,LOSS,0,,,,,,,,,,,,,,,
336,FALKLANDS/MALVINAS,1982,2,PER,UKG,,,,,,,0,5,1,1,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
336,FALKLANDS/MALVINAS,1982,2,PER,USA,,,,,,,0,5,1,1,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
336,FALKLANDS/MALVINAS,1982,2,PER,CHL,,,,,,,0,5,1,0,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
338,OGADEN III,1982,2,ETH,SOM,,,,,,,1,5,0,0,1,1,1,3,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
338,OGADEN III,1982,2,ETH,USA,,,,,,,0,5,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
338,OGADEN III,1982,2,CUB,SOM,,,,,,,0,5,0,0,1,1,1,3,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
338,OGADEN III,1982,2,YPR,USA,,,,,,,0,5,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
338,OGADEN III,1982,2,CUB,SOM,,,,,,,0,5,0,0,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
338,OGADEN III,1982,2,YPR,USA,,,,,,,0,5,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
341,CHAD/NIGERIA CLASHES,1983,2,NIG,CHA,,,,,,,1,2,1,0,1,1,1,3,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
348,BASRA-KHARG ISLAND,1984,2,IRN,IRQ,,,,,,,1,10,0,0,1,1,1,4,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
348,BASRA-KHARG ISLAND,1984,2,IRN,KUW,,,,,,,1,10,0,0,1,1,1,2,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
348,BASRA-KHARG ISLAND,1984,2,IRN,SAU,,,,,,,1,10,0,0,1,1,1,2,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
348,BASRA-KHARG ISLAND,1984,2,IRN,USA,,,,,,,0,10,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
348,BASRA-KHARG ISLAND,1984,2,IRN,USSR,,,,,,,0,10,0,0,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
348,BASRA-KHARG ISLAND,1984,2,CHN,IRN,,,,,,,0,10,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
348,BASRA-KHARG ISLAND,1984,2,BRA,IRN,,,,,,,0,10,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
348,BASRA-KHARG ISLAND,1984,2,EGY,IRN,,,,,,,0,10,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
348,BASRA-KHARG ISLAND,1984,2,CHL,FRN,,,,,,,0,10,0,1,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
354,NICARAGUA MIG-21S,1984,2,USA,NIC,,,,,,,0,3,1,0,1,1,1,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
354,NICARAGUA MIG-21S,1984,2,USA,RUS,,,,,,,0,3,1,0,1,1,1,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,OPTN. ACCOUNTABILITY,1993,1,ISR,LEB,,,CONVENTIONAL,CONVENTIONAL,3,3,1,2,1,0,1,1,0,2,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
410,CAMEROON/NIGERIA III,1993,1,CAO,NIG,,,CONVENTIONAL,CONVENTIONAL,3,3,1,2,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,one could reverse which actor initiated,,,,,,,,,,,,,,
410,CAMEROON/NIGERIA III,1993,2,NIG,CAO,,,CONVENTIONAL,CONVENTIONAL,3,3,1,2,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,one could reverse which actor initiated,,,,,,,,,,,,,,
411,HAITI MIL. REGIME,1994,1,USA,HAI,,,CONVENTIONAL,,4,1,0,2,1,0,1,1,1,2,WIN,LOSS,0,could code salience higher -- Haiti's autocrat forced out of power,,,,,,,,,,,,,,
412,IRAQ DEPLOY./KUWAIT,1994,1,IRQ,USA,,,CONVENTIONAL,CONVENTIONAL,1,1,0,4,0,1,1,1,0,2,LOSS,WIN,0,USA sanctions after first gulf war prompted iraqi response,,,,,,,,,,,,,,
412,IRAQ DEPLOY./KUWAIT,1994,1,IRQ,KUW,,,CONVENTIONAL,CONVENTIONAL,1,1,0,4,0,0,1,1,0,2,LOSS,WIN,0,,,,,,,,,,,,,,,
412,IRAQ DEPLOY./KUWAIT,1994,1,IRQ,SAU,,,CONVENTIONAL,ECONOMIC,1,1,0,4,0,0,1,1,0,2,LOSS,WIN,0,see https://tnsr.org/2023/06/the-origins-of-the-iraqi-invasion-of-kuwait-reconsidered/ for the coding of saudi threats,,,,,,,,,,,,,,
413,ECUADOR/PERU V,1995,1,ECU,PER,,,CONVENTIONAL,CONVENTIONAL,3,3,1,2,1,1,1,1,0,3,NEUTRAL,NEUTRAL,1,dispute over who won -- several sources say Ecuador -- see https://press.armywarcollege.edu/cgi/viewcontent.cgi?article=1224&context=monographs or https://www.historynet.com/cenepa-war-peru-ecuador/.  Also dispute over who initiated the conflict.,,,,,,,,,,,,,,
413,ECUADOR/PERU V,1995,2,PER,ECU,,,CONVENTIONAL,CONVENTIONAL,3,3,1,2,1,1,1,1,0,3,NEUTRAL,NEUTRAL,1,dispute over who won -- several sources say Ecuador -- see https://press.armywarcollege.edu/cgi/viewcontent.cgi?article=1224&context=monographs or https://www.historynet.com/cenepa-war-peru-ecuador/.  Also dispute over who initiated the conflict.,,,,,,,,,,,,,,
413,ECUADOR/PERU V,1995,3,ECU,PER,,,CONVENTIONAL,CONVENTIONAL,3,3,1,2,1,1,1,1,0,3,WIN,LOSS,1,dispute over who won -- several sources say Ecuador -- see https://press.armywarcollege.edu/cgi/viewcontent.cgi?article=1224&context=monographs or https://www.historynet.com/cenepa-war-peru-ecuador/.  Also dispute over who initiated the conflict.,,,,,,,,,,,,,,
413,ECUADOR/PERU V,1995,4,PER,ECU,,,OTHER,CONVENTIONAL,3,3,1,2,1,1,1,1,0,3,LOSS,WIN,1,dispute over who won -- several sources say Ecuador -- see https://press.armywarcollege.edu/cgi/viewcontent.cgi?article=1224&context=monographs or https://www.historynet.com/cenepa-war-peru-ecuador/.  Also dispute over who initiated the conflict.,,,,,,,,,,,,,,
415,TAIWAN STRAIT IV,1995,1,TAW,CHN,,,CONVENTIONAL,CONVENTIONAL,1,1,0,3,1,0,1,1,0,3,NEUTRAL,NEUTRAL,0,"possible to say China won given US declared its aversion to two-states, but that may be a reach.  See https://www.bc.edu/content/dam/bc1/schools/mcas/polisci/The%201995-96%20Taiwan%20Strait%20Confrontation%20Coercion,%20Credibility,%20and%20Use%20of%20Force.pdf",,,,,,,,,,,,,,
416,TAIWAN STRAIT IV,1995,1,USA,CHN,,,CONVENTIONAL,CONVENTIONAL,1,1,0,3,1,0,1,1,0,3,NEUTRAL,NEUTRAL,0,"possible to say China won given US declared its aversion to two-states, but that may be a reach.  See https://www.bc.edu/content/dam/bc1/schools/mcas/polisci/The%201995-96%20Taiwan%20Strait%20Confrontation%20Coercion,%20Credibility,%20and%20Use%20of%20Force.pdf",,,,,,,,,,,,,,
416,RED SEA ISLANDS,1995,1,ERI,YEM,,,CONVENTIONAL,CONVENTIONAL,2,2,1,2,0,1,1,1,1,3,WIN,LOSS,1,could be neutral or ERI victory; also some reports Israel helped ERI,,,,,,,,,,,,,,
416,RED SEA ISLANDS,1995,2,ERI,YEM,,,CONVENTIONAL,CONVENTIONAL,2,2,1,2,0,1,1,1,1,3,NEUTRAL,NEUTRAL,1,could be neutral or ERI victory; also some reports Israel helped ERI,,,,,,,,,,,,,,
417,AEGEAN SEA IV,1996,1,TUR,GRC,,,CONVENTIONAL,CONVENTIONAL,1,1,0,2,1,1,1,1,0,1,NEUTRAL,NEUTRAL,1,"Turkey first laid claim to sovereignty over the rock; Greece first used mil assets; three greek soldiers killed in helicopter crash, so could code as kinetic",,,,,,,,,,,,,,
418,AEGEAN SEA IV,1996,2,GRC,TUR,,,CONVENTIONAL,CONVENTIONAL,1,1,0,2,1,1,1,1,0,1,NEUTRAL,NEUTRAL,1,"Turkey first laid claim to sovereignty over the rock; Greece first used mil assets; three greek soldiers killed in helicopter crash, so could code as kinetic",,,,,,,,,,,,,,
418,OPRN GRAPES OF WRATH,1996,1,ISR,LEB,,,CONVENTIONAL,CONVENTIONAL,3,3,1,2,1,0,1,1,0,2,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
419,DESERT STRIKE,1996,1,IRQ,USA,,,CONVENTIONAL,CONVENTIONAL,2,1,1,2,0,1,1,1,0,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
420,N. KOREAN SUBMARINE,1996,1,PRK,ROK,,,CONVENTIONAL,CONVENTIONAL,2,2,1,2,0,1,1,1,1,2,LOSS,WIN,0,could code as non-independent,,,,,,,,,,,,,,
421,ZAIRE CIVILWAR,1996,1,RWA,DRC,,,CONVENTIONAL,CONVENTIONAL,4,5,1,6,0,0,1,1,0,5,WIN,LOSS,0,"for an overview -- there are other actors peripherally involved (e.g., the US, zimbabwe, etc.). Also see https://www.orfonline.org/wp-content/uploads/2016/05/ORF_IssueBrief_139_Venugopalan_Final.pdf",,,,,,,,,,,,,,
421,ZAIRE CIVILWAR,1996,1,UGA,DRC,,,CONVENTIONAL,CONVENTIONAL,3,5,1,6,0,0,1,1,0,5,WIN,LOSS,0,"for an overview -- there are other actors peripherally involved (e.g., the US, zimbabwe, etc.). Also see https://www.orfonline.org/wp-content/uploads/2016/05/ORF_IssueBrief_139_Venugopalan_Final.pdf",,,,,,,,,,,,,,
421,ZAIRE CIVILWAR,1996,1,ANG,DRC,,,CONVENTIONAL,CONVENTIONAL,3,5,1,6,0,0,1,1,0,5,WIN,LOSS,0,"for an overview -- there are other actors peripherally involved (e.g., the US, zimbabwe, etc.). Also see https://www.orfonline.org/wp-content/uploads/2016/05/ORF_IssueBrief_139_Venugopalan_Final.pdf",,,,,,,,,,,,,,
421,ZAIRE CIVILWAR,1996,1,ERI,DRC,,,CONVENTIONAL,CONVENTIONAL,2,5,1,6,0,0,1,1,0,5,WIN,LOSS,0,"for an overview -- there are other actors peripherally involved (e.g., the US, zimbabwe, etc.). Also see https://www.orfonline.org/wp-content/uploads/2016/05/ORF_IssueBrief_139_Venugopalan_Final.pdf",,,,,,,,,,,,,,
421,ZAIRE CIVILWAR,1996,1,FRA,RWA,,,CONVENTIONAL,CONVENTIONAL,1,3,0,6,1,0,1,1,0,2,LOSS,WIN,0,"for an overview -- there are other actors peripherally involved (e.g., the US, zimbabwe, etc.). Also see https://www.orfonline.org/wp-content/uploads/2016/05/ORF_IssueBrief_139_Venugopalan_Final.pdf",,,,,,,,,,,,,,
421,ZAIRE CIVILWAR,1996,1,FRA,UGA,,,CONVENTIONAL,CONVENTIONAL,1,3,0,6,1,0,1,1,0,2,LOSS,WIN,0,"for an overview -- there are other actors peripherally involved (e.g., the US, zimbabwe, etc.). Also see https://www.orfonline.org/wp-content/uploads/2016/05/ORF_IssueBrief_139_Venugopalan_Final.pdf",,,,,,,,,,,,,,
421,ZAIRE CIVILWAR,1996,1,FRA,ANG,,,CONVENTIONAL,CONVENTIONAL,1,3,0,6,1,0,1,1,0,2,LOSS,WIN,0,"for an overview -- there are other actors peripherally involved (e.g., the US, zimbabwe, etc.). Also see https://www.orfonline.org/wp-content/uploads/2016/05/ORF_IssueBrief_139_Venugopalan_Final.pdf",,,,,,,,,,,,,,
